show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,description_es
s5853,Movie,Hush,Mike Flanagan,"John Gallagher Jr., Kate Siegel, Michael Trucco, Samantha Sloyan, Emma Graves",United States,"April 8, 2016",2016,R,82 min,"Horror Movies, Thrillers",A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears in her window.,Un escritor sordo que se retiró al bosque para vivir una vida solitaria debe luchar por su vida en silencio cuando aparece un asesino enmascarado en su ventana.
s5805,Movie,Saudi Arabia Uncovered,,,United Kingdom,"September 1, 2016",2016,TV-14,52 min,Documentaries,"Undercover cameras expose public floggings, executions and other brutality in Saudi Arabia, and introduce those risking their own lives for change.","Las cámaras encubiertas exponen las flagelas públicas, las ejecuciones y otras brutalidad en Arabia Saudita, e introducen a quienes arriesgan sus propias vidas para el cambio."
s6964,TV Show,Herrens veje,,"Lars Mikkelsen, Ann Eleonora Jorgensen, Simon Sears, Morten Hee Andersen, Fanny Bernth, Joen Højerslev, Camilla Lau, Maj-Britt Mathiesen, Solbjørg Højfeldt, Johanne Dal-Lewkovitch",Denmark,"June 1, 2019",2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas",A family with a storied history of service to the Church of Denmark fractures under the tyrannical rule and ambition of its hard-driving patriarch.,Una familia con una historia histórica de servicio a las fracturas de la Iglesia de Dinamarca bajo el gobierno tiránico y la ambición de su patriarca de conducción dura.
s2143,Movie,Mr. Peabody & Sherman,Rob Minkoff,"Ty Burrell, Max Charles, Ariel Winter, Stephen Colbert, Leslie Mann, Stanley Tucci, Allison Janney, Mel Brooks, Patrick Warburton, Stephen Tobolowsky, Lake Bell",United States,"August 11, 2020",2014,PG,93 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","Resurrected from the 1960s animated series ""Rocky and Bullwinkle,"" canine genius Mr. Peabody and young Sherman take a dizzying ride through time.","Resucitado de la serie animada de la década de 1960 ""Rocky and Bullwinkle"", el genio canino Mr. Peabody y Young Sherman toman un paseo vertiginoso por el tiempo."
s1148,Movie,Not a Game,Jose Gomez,Brendon Mcdonnell,United Kingdom,"March 31, 2021",2020,TV-MA,98 min,"Documentaries, International Movies, Sports Movies","This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents.",Este documental ofrece una mirada honesta a nuestra relación tensa y compleja con los videojuegos desde las perspectivas de los jugadores y sus padres preocupados.
s7607,Movie,NOVA: Eclipse Over America,Martin Gorst,,United States,"July 1, 2019",2017,TV-G,53 min,Documentaries,"Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms.","Los científicos revelan cómo el eclipse solar 2017 proporcionó nuevas pistas sobre cómo funciona el sol, desde su atmósfera abrasadora hasta sus tormentas solares mortales."
s354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,"Abigail Spencer, Chad Michael Murray, Katee Sackhoff, Emily Alyn Lind, Cicely Tyson, Andrea Frankle, Brad James, Lance E. Nichols",United States,"August 1, 2021",2013,R,101 min,Horror Movies,A couple's Georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property's terrible past.,La casa del sueño de Georgia de una pareja se convierte en una pesadilla viviente cuando su hija comienza a tener visiones aterradoras del terrible pasado de la propiedad.
s5170,TV Show,The Irregular at Magic High School,,"Yuichi Nakamura, Saori Hayami, Yumi Uchiyama, Takuma Terashima, Satomi Sato, Atsushi Tamaru, Sora Amamiya, Yuiko Tatsumi, Marina Inoue, Ryohei Kimura, Junichi Suwabe, Kana Hanazawa, Mai Nakahara, Saki Ogasawara, Haruka Tomatsu, Tomokazu Sugita, Yoshitsugu Matsuoka, Ayumu Murase",Japan,"November 15, 2017",2014,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows","Siblings Tatsuya and Miyuki enroll at Magic High School, where Miyuki's honors status comes between her and her underachieving older brother.","Los hermanos Tatsuya y Miyuki se inscriben en Magic High School, donde el estado de honores de Miyuki se encuentra entre ella y su hermano mayor."
s8768,Movie,XXX: State of the Union,Lee Tamahori,"Ice Cube, Samuel L. Jackson, Willem Dafoe, Scott Speedman, Peter Strauss, Xzibit, Michael Roof, Sunny Mabrey, Nona Gaye, John Gleeson Connolly",United States,"January 1, 2019",2005,PG-13,101 min,Action & Adventure,"In this action-packed follow-up to XXX, U.S. intelligence officer Augustus Gibbons must thwart a massive conspiracy to overthrow the government.","En este seguimiento lleno de acción de XXX, el oficial de inteligencia de los Estados Unidos, Augustus Gibbons, debe frustrar una conspiración masiva para derrocar al gobierno."
s8542,TV Show,The Twilight Zone (Original Series),,Rod Serling,United States,"July 1, 2017",1963,TV-14,4 Seasons,"Classic & Cult TV, TV Sci-Fi & Fantasy","Hosted by creator Rod Serling, this groundbreaking anthology series presents tales of the supernatural that are often tinged with social commentary.","Organizado por el creador Rod Serling, esta innovadora serie de antología presenta historias de lo sobrenatural que a menudo están teñidos de comentarios sociales."
s1881,TV Show,To the Lake,Pavel Kostomarov,"Viktoriya Isakova, Kirill Käro, Aleksandr Robak, Natalya Zemtsova, Maryana Spivak, Yuri Kuznetsov, Eldar Kalimulin, Viktoriya Agalakova, Alexander Yatsenko, Saveliy Kudryashov",Russia,"October 7, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","Facing the end of civilization when a terrifying plague strikes, a group risks their lives, loves — and humanity — in a brutal struggle to survive.","Frente al final de la civilización, cuando una peste aterradora ataca, un grupo arriesga sus vidas, amas y humanidad, en una lucha brutal para sobrevivir."
s2889,TV Show,"Hi Bye, Mama!",,"Kim Tae-hee, Lee Kyoo-hyung, Go Bo-gyeol, Shin Dong-mi, Seo Woo-jin, Lee Si-woo, Oh Eui-sik, Ahn Nae-sang, Kim Mee-kyeong, Park Su-young, Kim Mi-su, Yoon Sa-bong",South Korea,"February 23, 2020",2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When the ghost of a woman gains a second chance at life for 49 days, she reappears in front of her remarried husband and young daughter.","Cuando el fantasma de una mujer gana una segunda oportunidad en la vida durante 49 días, reaparece frente a su esposo y su pequeña hija."
s305,Movie,Lady Boss: The Jackie Collins Story,Laura Fairrie,Jackie Collins,United Kingdom,"August 5, 2021",2021,TV-14,97 min,Documentaries,"""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles.","""Queen of Sleaze"" o pionera feminista?La novelista poderosa Jackie Collins creó una personalidad impetuosa positiva para el sexo mientras ocultaba sus luchas privadas."
s186,Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",,,"August 31, 2021",2021,TV-MA,86 min,"Documentaries, Sports Movies","They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.","Eran los chicos malos del hockey: un equipo comprado por un hombre con lazos de la mafia, dirigido por su hijo de 17 años y con un representante por ser tan violento como bueno."
s3834,Movie,Shéhérazade,Jean-Bernard Marlin,"Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout, Sofia Bent, Nabila Bounad, Kader Benchoudar, Nabila Ait Amer",France,"May 11, 2019",2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies","Fresh out of juvenile detention in Marseille, 17-year-old Zach falls for a young prostitute and soon faces a dire dilemma while working as a pimp.","Recién salido de la detención juvenil en Marsella, Zach, de 17 años, se enamora de una joven prostituta y pronto enfrenta un terrible dilema mientras trabaja como proxeneta."
s4323,Movie,ReMastered: Who Killed Jam Master Jay?,Brian Oakes,,,"December 7, 2018",2018,TV-MA,59 min,"Documentaries, Music & Musicals",Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.,Run-DMC DJ Jam Master Jay tuvo un gran impacto en la música y su comunidad.Pero los amigos y familiares aún buscan cierre años después de su asesinato sin resolver.
s5880,Movie,The Ridiculous 6,Frank Coraci,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner, Rob Schneider, Luke Wilson, Will Forte, Steve Zahn, Harvey Keitel, Nick Nolte, Jon Lovitz, Whitney Cummings, David Spade, Danny Trejo, Nick Swardson, Blake Shelton, Vanilla Ice, Julia Jones, Saginaw Grant, Lavell Crawford, Steve Buscemi",United States,"December 11, 2015",2015,TV-14,120 min,"Action & Adventure, Comedies","When his outlaw dad is kidnapped, Tommy “White Knife” Stockburn sets off across the West on a rescue mission with five brothers he never knew he had.","Cuando su padre fuera de la ley es secuestrado, Tommy ""White Knife"" Stockburn se dirige a todo el oeste en una misión de rescate con cinco hermanos que nunca supo que tenía."
s3667,TV Show,GRANBLUE FANTASY the Animation,,"Yuki Ono, Nao Toyama, Rie Kugimiya, Miyuki Sawashiro, Hiroaki Hirata, Yukari Tamura, Kazuhiro Yamaji, Rie Tanaka, Emiri Kato, Tomokazu Sugita, Kanae Ito",Japan,"July 15, 2019",2017,TV-PG,1 Season,"Anime Series, International TV Shows","In a world where islands float in the sky, Gran encounters a mysterious girl wanted by the Erste Empire for her ability to summon Primal Beasts.","En un mundo donde las islas flotan en el cielo, Gran se encuentra con una niña misteriosa buscada por el imperio Erste por su habilidad para convocar bestias primarias."
s1730,Movie,The Late Bloomer,Kevin Pollak,"Johnny Simmons, Maria Bello, Brittany Snow, Kumail Nanjiani, Beck Bennett, Paul Wesley, Jane Lynch, J.K. Simmons, Lenora Crichlow",United States,"November 6, 2020",2016,R,95 min,Comedies,"A sex therapist with pituitary issues finally gets to experience puberty in all its glory at age 30, when an operation unleashes his raging hormones.","Un terapeuta sexual con problemas pituitarios finalmente puede experimentar la pubertad en toda su gloria a los 30 años, cuando una operación desata sus hormonas furiosas."
s2390,Movie,Asura Guru,A. Raajdheep,"Vikram Prabhu, Subbaraju, Mahima Nambiar, Yogi Babu, Jagan",India,"June 13, 2020",2020,TV-14,117 min,"Dramas, International Movies","For a tech-savvy thief, elaborate robberies and evading the police are second nature until a private detective is hired to investigate his latest heist.","Para un ladrón experto en tecnología, los robos elaborados y evadir a la policía son una segunda naturaleza hasta que se contrata a un detective privado para investigar su último atraco."
s2150,Movie,We Summon the Darkness,Marc Meyers,"Alexandra Daddario, Amy Forsyth, Keean Johnson, Maddie Hasson, Logan Miller, Austin Swift, Johnny Knoxville, Allison McAtee, Tanner Beard","United States, Canada, United Kingdom","August 8, 2020",2020,R,90 min,"Horror Movies, Thrillers",A night at a 1980s heavy metal concert hits a grisly note when new friends find themselves in the middle of a satanic murder spree.,Una noche en un concierto de Heavy Metal de la década de 1980 llega a una nota espeluznante cuando los nuevos amigos se encuentran en medio de una juerga de asesinato satánico.
s6898,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba T. Makama,"Ifeanyi Dike Jr., Jamal Ibrahim, Samuel Robinson, Cristabel Goddy, Okey Uzoeshi, Bimbo Manuel, Meg Otanwa, Eric Didie, Donatus Ekwuazi, Omoye Uzamere",Nigeria,"January 1, 2018",2016,TV-MA,102 min,"Comedies, Independent Movies, International Movies","Three young Nigerian bohemians, each from one of the country's major ethnic groups, explore the directions in which their lives could go.","Tres jóvenes bohemios nigerianos, cada uno de uno de los principales grupos étnicos del país, exploran las instrucciones en las que podrían ir sus vidas."
s512,TV Show,Chelsea,,,United States,"July 6, 2021",2017,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.","No es su primer programa de entrevistas, pero es el primero de su tipo.Ideas, personas y lugares que la fascinan, todo en su estilo único."
s4439,Movie,Ghanchakkar,Raj Kumar Gupta,"Emraan Hashmi, Vidya Balan, Rajesh Sharma, Namit Das, Parvin Dabas",India,"November 1, 2018",2013,TV-MA,129 min,"Comedies, International Movies, Thrillers","Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more.","El ex estafador Sanju se rodea con las cosas más finas, una vida feliz preocupada por una sola cosa: su esposa, que quiere aún más."
s6729,TV Show,Ezel,,"Kenan İmirzalıoğlu, Cansu Dere, Haluk Bilginer, Yiğit Özşener, Barış Falay, Burçin Terzioğlu, Bade İşçil, Sarp Akkaya, İpek Bilgin, Salih Kalyon, Tuncel Kurtiz, Sedef Avcı, Berrak Tüzünataç, İsmail Filiz",Turkey,"December 26, 2016",2009,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A young man framed for a crime escapes a prison sentence by faking his own death and assuming a new identity as he seeks revenge.,Un joven enmarcado por un crimen escapa de una sentencia de prisión fingiendo su propia muerte y asumiendo una nueva identidad mientras busca venganza.
s1163,Movie,Keeping the Bees,Eylem Kaftan,"Meryem Uzerli, Feyyaz Duman, Hakan Karsak, Şennur Nogaylar, Burcu Salihoğlu",Turkey,"March 26, 2021",2020,TV-14,93 min,"Dramas, International Movies",Ayşe returns from Germany to her Black Sea hometown and sets out to fulfill her mom's dying wish — to care for her beloved bee farms.,Ayşe regresa de Alemania a su ciudad natal del Mar Negro y se propone cumplir con el deseo moribundo de su madre: cuidar a sus amadas granjas de abejas.
s5236,Movie,26 Years,Geun-hyun Cho,"Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min",South Korea,"October 1, 2017",2012,TV-MA,135 min,"Dramas, International Movies, Thrillers","Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.","Veintiséis años después de la masacre de 1980 en Gwangju, Corea del Sur, tres parientes de las víctimas se unen para vengar al infame orquestador."
